DATASET,CELL_LINE_NAME,TCGA_DESC,CelllineName,DRUG_NAME,DrugBankID,LN_IC50,IC50
GDSC1,Hs-940-T,SKCM,SKCM_Hs-940-T,Vinorelbine,DB00361,-4.672258,0.00935
GDSC1,huH-1,LIHC,LIHC_huH-1,Vinorelbine,DB00361,0.28214,1.32596
GDSC1,JHH-1,LIHC,LIHC_JHH-1,Vinorelbine,DB00361,-4.869573,0.00768
GDSC1,JHU-029,HNSC,HNSC_JHU-029,Vinorelbine,DB00361,-5.814292,0.00298
GDSC1,JIMT-1,BRCA,BRCA_JIMT-1,Vinorelbine,DB00361,-5.345309,0.00477
GDSC1,K2,SKCM,SKCM_K2,Vinorelbine,DB00361,-3.413501,0.03293
GDSC1,KMH-2,THCA,THCA_KMH-2,Vinorelbine,DB00361,-6.111073,0.00222
GDSC1,KMRC-1,KIRC,KIRC_KMRC-1,Vinorelbine,DB00361,-1.323652,0.26616
GDSC1,KMRC-20,KIRC,KIRC_KMRC-20,Vinorelbine,DB00361,-1.412149,0.24362
GDSC1,KON,HNSC,HNSC_KON,Vinorelbine,DB00361,-6.004056,0.00247
GDSC1,KP-1N,PAAD,PAAD_KP-1N,Vinorelbine,DB00361,-5.144878,0.00583
GDSC1,KP-2,PAAD,PAAD_KP-2,Vinorelbine,DB00361,-4.235288,0.01448
GDSC1,KYSE-50,ESCA,ESCA_KYSE-50,Vinorelbine,DB00361,-5.975278,0.00254
GDSC1,LC-1-sq,LUSC,LUSC_LC-1-sq,Vinorelbine,DB00361,-1.281992,0.27748
GDSC1,LOU-NH91,LUSC,LUSC_LOU-NH91,Vinorelbine,DB00361,-2.775172,0.06234
GDSC1,NCI-H1435,LUAD,LUAD_NCI-H1435,Vinorelbine,DB00361,-3.369222,0.03442
GDSC1,NCI-H1568,LUAD,LUAD_NCI-H1568,Vinorelbine,DB00361,-4.842774,0.00789
GDSC1,NCI-H1781,LUAD,LUAD_NCI-H1781,Vinorelbine,DB00361,-4.455402,0.01162
GDSC1,NUGC-4,STAD,STAD_NUGC-4,Vinorelbine,DB00361,-3.37534,0.03421
GDSC1,OCUM-1,STAD,STAD_OCUM-1,Vinorelbine,DB00361,-2.709959,0.06654
GDSC1,OE21,ESCA,ESCA_OE21,Vinorelbine,DB00361,-5.41868,0.00443
GDSC1,OSC-19,HNSC,HNSC_OSC-19,Vinorelbine,DB00361,-4.932228,0.00721
GDSC1,PANC-02-03,PAAD,PAAD_PANC-02-03,Vinorelbine,DB00361,-3.489465,0.03052
GDSC1,PANC-04-03,PAAD,PAAD_PANC-04-03,Vinorelbine,DB00361,-1.204294,0.2999
GDSC1,PA-TU-8902,PAAD,PAAD_PA-TU-8902,Vinorelbine,DB00361,-3.451794,0.03169
GDSC1,PCI-30,HNSC,HNSC_PCI-30,Vinorelbine,DB00361,-1.850325,0.15719
GDSC1,PCI-4B,HNSC,HNSC_PCI-4B,Vinorelbine,DB00361,-5.618513,0.00363
GDSC1,PL4,PAAD,PAAD_PL4,Vinorelbine,DB00361,-2.751858,0.06381
GDSC1,RERF-LC-KJ,LUAD,LUAD_RERF-LC-KJ,Vinorelbine,DB00361,-4.713142,0.00898
GDSC1,RERF-LC-Sq1,LUSC,LUSC_RERF-LC-Sq1,Vinorelbine,DB00361,-0.557855,0.57244
GDSC1,SAT,HNSC,HNSC_SAT,Vinorelbine,DB00361,-1.133966,0.32175
GDSC1,SCC90,HNSC,HNSC_SCC90,Vinorelbine,DB00361,-3.683734,0.02513
GDSC1,SKN-3,HNSC,HNSC_SKN-3,Vinorelbine,DB00361,-2.412525,0.08959
GDSC1,T-T,ESCA,ESCA_T-T,Vinorelbine,DB00361,-5.341686,0.00479
GDSC1,TMK-1,STAD,STAD_TMK-1,Vinorelbine,DB00361,-5.48495,0.00415
GDSC1,VCaP,PRAD,PRAD_VCaP,Vinorelbine,DB00361,-4.459338,0.01157
GDSC1,WM1552C,SKCM,SKCM_WM1552C,Vinorelbine,DB00361,-3.108532,0.04467
GDSC1,WM35,SKCM,SKCM_WM35,Vinorelbine,DB00361,-3.763719,0.0232
GDSC1,WM793B,SKCM,SKCM_WM793B,Vinorelbine,DB00361,-3.330218,0.03579
GDSC1,HCC1500,BRCA,BRCA_HCC1500,Vinorelbine,DB00361,-3.825845,0.0218
GDSC1,HSC-39,STAD,STAD_HSC-39,Vinorelbine,DB00361,-2.211298,0.10956
GDSC1,MDA-MB-330,BRCA,BRCA_MDA-MB-330,Vinorelbine,DB00361,-3.230787,0.03953
GDSC1,COLO-829,SKCM,SKCM_COLO-829,Bicalutamide,DB01128,3.060801,21.34465
GDSC1,5637,BLCA,BLCA_5637,Bicalutamide,DB01128,2.195478,8.98429
GDSC1,RT4,BLCA,BLCA_RT4,Bicalutamide,DB01128,3.101065,22.2216
GDSC1,SW780,BLCA,BLCA_SW780,Bicalutamide,DB01128,1.631601,5.11205
GDSC1,TCCSUP,BLCA,BLCA_TCCSUP,Bicalutamide,DB01128,1.972655,7.18974
GDSC1,C-33-A,CESC,CESC_C-33-A,Bicalutamide,DB01128,2.429792,11.35652
GDSC1,C-4-I,CESC,CESC_C-4-I,Bicalutamide,DB01128,2.656704,14.24925
GDSC1,ME-180,CESC,CESC_ME-180,Bicalutamide,DB01128,2.562157,12.96375
GDSC1,42-MG-BA,GBM,GBM_42-MG-BA,Bicalutamide,DB01128,2.593168,13.37207
GDSC1,8-MG-BA,GBM,GBM_8-MG-BA,Bicalutamide,DB01128,2.238464,9.37891
GDSC1,A172,GBM,GBM_A172,Bicalutamide,DB01128,2.55841,12.91527
GDSC1,GB-1,GBM,GBM_GB-1,Bicalutamide,DB01128,2.41998,11.24563
GDSC1,T98G,GBM,GBM_T98G,Bicalutamide,DB01128,2.269939,9.67881
GDSC1,U-118-MG,GBM,GBM_U-118-MG,Bicalutamide,DB01128,3.037979,20.86304
GDSC1,U-87-MG,GBM,GBM_U-87-MG,Bicalutamide,DB01128,3.171814,23.85071
GDSC1,YKG-1,GBM,GBM_YKG-1,Bicalutamide,DB01128,2.95368,19.17639
GDSC1,Calu-3,LUAD,LUAD_Calu-3,Bicalutamide,DB01128,2.448044,11.5657
GDSC1,LK-2,LUSC,LUSC_LK-2,Bicalutamide,DB01128,2.512316,12.33346
GDSC1,NCI-H1437,LUAD,LUAD_NCI-H1437,Bicalutamide,DB01128,2.684931,14.65719
GDSC1,NCI-H1623,LUAD,LUAD_NCI-H1623,Bicalutamide,DB01128,3.166629,23.72736
GDSC1,NCI-H1648,LUAD,LUAD_NCI-H1648,Bicalutamide,DB01128,2.979693,19.68177
GDSC1,NCI-H1650,LUAD,LUAD_NCI-H1650,Bicalutamide,DB01128,3.052643,21.17123
GDSC1,NCI-H1693,LUAD,LUAD_NCI-H1693,Bicalutamide,DB01128,3.363595,28.89287
GDSC1,NCI-H1838,LUAD,LUAD_NCI-H1838,Bicalutamide,DB01128,3.701656,40.51434
GDSC1,NCI-H2085,LUAD,LUAD_NCI-H2085,Bicalutamide,DB01128,2.799619,16.43838
GDSC1,NCI-H2170,LUSC,LUSC_NCI-H2170,Bicalutamide,DB01128,2.947903,19.06593
GDSC1,NCI-H2228,LUAD,LUAD_NCI-H2228,Bicalutamide,DB01128,1.990146,7.3166
GDSC1,NCI-H2342,LUAD,LUAD_NCI-H2342,Bicalutamide,DB01128,2.681118,14.60141
GDSC1,NCI-H2347,LUAD,LUAD_NCI-H2347,Bicalutamide,DB01128,2.455362,11.65065
GDSC1,NCI-H2405,LUAD,LUAD_NCI-H2405,Bicalutamide,DB01128,2.820036,16.77745
GDSC1,NCI-H2030,LUAD,LUAD_NCI-H2030,Bicalutamide,DB01128,2.741715,15.51357
GDSC1,NCI-H2122,LUAD,LUAD_NCI-H2122,Bicalutamide,DB01128,1.952937,7.04936
GDSC1,NCI-H1734,LUAD,LUAD_NCI-H1734,Bicalutamide,DB01128,2.741562,15.51119
GDSC1,NCI-H650,LUAD,LUAD_NCI-H650,Bicalutamide,DB01128,3.790912,44.29678
GDSC1,T24,BLCA,BLCA_T24,Bicalutamide,DB01128,2.617468,13.70099
GDSC1,NCI-H2087,LUAD,LUAD_NCI-H2087,Bicalutamide,DB01128,1.886876,6.59872
GDSC1,UM-UC-3,BLCA,BLCA_UM-UC-3,Bicalutamide,DB01128,2.265887,9.63967
GDSC1,SW756,CESC,CESC_SW756,Bicalutamide,DB01128,2.90756,18.31206
GDSC1,Calu-6,LUAD,LUAD_Calu-6,Bicalutamide,DB01128,2.851694,17.31709
GDSC1,NCI-H1355,LUAD,LUAD_NCI-H1355,Bicalutamide,DB01128,3.327026,27.85538
GDSC1,NCI-H1792,LUAD,LUAD_NCI-H1792,Bicalutamide,DB01128,2.173256,8.78685
GDSC1,HPAF-II,PAAD,PAAD_HPAF-II,Bicalutamide,DB01128,3.31795,27.6037
GDSC1,MIA-PaCa-2,PAAD,PAAD_MIA-PaCa-2,Bicalutamide,DB01128,2.876582,17.75349
GDSC1,NCI-H2009,LUAD,LUAD_NCI-H2009,Bicalutamide,DB01128,2.828889,16.92664
GDSC1,NCI-H2291,LUAD,LUAD_NCI-H2291,Bicalutamide,DB01128,3.616663,37.21318
GDSC1,SW1573,LUAD,LUAD_SW1573,Bicalutamide,DB01128,3.271722,26.35669
GDSC1,TE-5,ESCA,ESCA_TE-5,Bicalutamide,DB01128,2.597754,13.43353
GDSC1,HCC1954,BRCA,BRCA_HCC1954,Bicalutamide,DB01128,2.325743,10.23428
GDSC1,HCC1187,BRCA,BRCA_HCC1187,Bicalutamide,DB01128,2.186465,8.90368
GDSC1,HCC1395,BRCA,BRCA_HCC1395,Bicalutamide,DB01128,2.840321,17.12126
GDSC1,HCC1599,BRCA,BRCA_HCC1599,Bicalutamide,DB01128,2.194719,8.97748
GDSC1,HCC1937,BRCA,BRCA_HCC1937,Bicalutamide,DB01128,3.006316,20.2128
GDSC1,HCC2157,BRCA,BRCA_HCC2157,Bicalutamide,DB01128,2.674869,14.51045
GDSC1,HCC2218,BRCA,BRCA_HCC2218,Bicalutamide,DB01128,3.255422,25.93055
GDSC1,HCC38,BRCA,BRCA_HCC38,Bicalutamide,DB01128,2.257847,9.56248
GDSC1,BB30-HNC,HNSC,HNSC_BB30-HNC,Bicalutamide,DB01128,2.421779,11.26588
GDSC1,BB49-HNC,HNSC,HNSC_BB49-HNC,Bicalutamide,DB01128,1.77847,5.92079
GDSC1,BB65-RCC,KIRC,KIRC_BB65-RCC,Bicalutamide,DB01128,2.87141,17.6619
GDSC1,BHY,HNSC,HNSC_BHY,Bicalutamide,DB01128,2.664447,14.36001
GDSC1,Ca9-22,HNSC,HNSC_Ca9-22,Bicalutamide,DB01128,2.538323,12.65842
GDSC1,CAL-33,HNSC,HNSC_CAL-33,Bicalutamide,DB01128,2.428696,11.34408
GDSC1,CP50-MEL-B,SKCM,SKCM_CP50-MEL-B,Bicalutamide,DB01128,2.455159,11.64829
GDSC1,CP66-MEL,SKCM,SKCM_CP66-MEL,Bicalutamide,DB01128,2.65421,14.21375
GDSC1,D-542MG,GBM,GBM_D-542MG,Bicalutamide,DB01128,3.098994,22.17563
GDSC1,DSH1,BLCA,BLCA_DSH1,Bicalutamide,DB01128,2.44345,11.51269
GDSC1,EBC-1,LUSC,LUSC_EBC-1,Bicalutamide,DB01128,3.151672,23.37512
GDSC1,EC-GI-10,ESCA,ESCA_EC-GI-10,Bicalutamide,DB01128,2.360374,10.59491
GDSC1,EPLC-272H,LUSC,LUSC_EPLC-272H,Bicalutamide,DB01128,2.311594,10.0905
GDSC1,HA7-RCC,KIRC,KIRC_HA7-RCC,Bicalutamide,DB01128,2.534459,12.60961
GDSC1,HCE-4,ESCA,ESCA_HCE-4,Bicalutamide,DB01128,2.584888,13.2618
GDSC1,HO-1-u-1,HNSC,HNSC_HO-1-u-1,Bicalutamide,DB01128,2.186207,8.90139
GDSC1,HSC-2,HNSC,HNSC_HSC-2,Bicalutamide,DB01128,2.313685,10.11162
GDSC1,J82,BLCA,BLCA_J82,Bicalutamide,DB01128,2.611181,13.61512
GDSC1,KOSC-2,HNSC,HNSC_KOSC-2,Bicalutamide,DB01128,3.184321,24.15088
GDSC1,KP-4,PAAD,PAAD_KP-4,Bicalutamide,DB01128,2.385322,10.86256
GDSC1,KYSE-140,ESCA,ESCA_KYSE-140,Bicalutamide,DB01128,3.337075,28.13671
GDSC1,KYSE-410,ESCA,ESCA_KYSE-410,Bicalutamide,DB01128,2.499411,12.17532
GDSC1,KYSE-520,ESCA,ESCA_KYSE-520,Bicalutamide,DB01128,3.170039,23.80841
GDSC1,KYSE-70,ESCA,ESCA_KYSE-70,Bicalutamide,DB01128,2.796852,16.39296
GDSC1,LB1047-RCC,KIRC,KIRC_LB1047-RCC,Bicalutamide,DB01128,2.016579,7.51258
GDSC1,LB2241-RCC,KIRC,KIRC_LB2241-RCC,Bicalutamide,DB01128,2.732568,15.37231
GDSC1,LB2518-MEL,SKCM,SKCM_LB2518-MEL,Bicalutamide,DB01128,2.80519,16.53022
GDSC1,LB373-MEL-D,SKCM,SKCM_LB373-MEL-D,Bicalutamide,DB01128,2.866648,17.578
GDSC1,LB771-HNC,HNSC,HNSC_LB771-HNC,Bicalutamide,DB01128,2.878075,17.78001
GDSC1,LB831-BLC,BLCA,BLCA_LB831-BLC,Bicalutamide,DB01128,2.387548,10.88677
GDSC1,LB996-RCC,KIRC,KIRC_LB996-RCC,Bicalutamide,DB01128,2.745898,15.5786
GDSC1,LXF-289,LUAD,LUAD_LXF-289,Bicalutamide,DB01128,2.440222,11.47559
GDSC1,MZ1-PC,PAAD,PAAD_MZ1-PC,Bicalutamide,DB01128,2.368794,10.6845
GDSC1,MZ7-mel,SKCM,SKCM_MZ7-mel,Bicalutamide,DB01128,3.012569,20.33959
GDSC1,NCI-H1563,LUAD,LUAD_NCI-H1563,Bicalutamide,DB01128,3.067506,21.48824
GDSC1,PC-14,LUAD,LUAD_PC-14,Bicalutamide,DB01128,2.413228,11.16996
GDSC1,TE-15,ESCA,ESCA_TE-15,Bicalutamide,DB01128,2.889909,17.99167
GDSC1,TE-1,ESCA,ESCA_TE-1,Bicalutamide,DB01128,3.00511,20.18844
GDSC1,TE-10,ESCA,ESCA_TE-10,Bicalutamide,DB01128,2.643254,14.05888
GDSC1,TE-8,ESCA,ESCA_TE-8,Bicalutamide,DB01128,2.639598,14.00757
GDSC1,CAPAN-1,PAAD,PAAD_CAPAN-1,Bicalutamide,DB01128,2.957777,19.25512
GDSC1,PC-3,PRAD,PRAD_PC-3,Bicalutamide,DB01128,1.330453,3.78276
GDSC1,DU-145,PRAD,PRAD_DU-145,Bicalutamide,DB01128,2.621509,13.75647
GDSC1,NCI-H226,LUSC,LUSC_NCI-H226,Bicalutamide,DB01128,2.587631,13.29823
GDSC1,NCI-H23,LUAD,LUAD_NCI-H23,Bicalutamide,DB01128,2.319714,10.17276
GDSC1,NCI-H522,LUAD,LUAD_NCI-H522,Bicalutamide,DB01128,2.83782,17.07849
GDSC1,T47D,BRCA,BRCA_T47D,Bicalutamide,DB01128,3.544427,34.61984
GDSC1,MCF7,BRCA,BRCA_MCF7,Bicalutamide,DB01128,1.918261,6.80911
GDSC1,786-0,KIRC,KIRC_786-0,Bicalutamide,DB01128,2.179476,8.84167
GDSC1,A498,KIRC,KIRC_A498,Bicalutamide,DB01128,2.802544,16.48654
GDSC1,A549,LUAD,LUAD_A549,Bicalutamide,DB01128,3.020702,20.50568
GDSC1,ACHN,KIRC,KIRC_ACHN,Bicalutamide,DB01128,2.858831,17.44113
GDSC1,BT-549,BRCA,BRCA_BT-549,Bicalutamide,DB01128,2.948008,19.06793
GDSC1,SK-MEL-28,SKCM,SKCM_SK-MEL-28,Bicalutamide,DB01128,2.193195,8.96381
GDSC1,SK-MEL-2,SKCM,SKCM_SK-MEL-2,Bicalutamide,DB01128,2.34748,10.45918
GDSC1,SK-MEL-5,SKCM,SKCM_SK-MEL-5,Bicalutamide,DB01128,2.888937,17.97419
GDSC1,Hs-578-T,BRCA,BRCA_Hs-578-T,Bicalutamide,DB01128,2.770737,15.9704
GDSC1,MDA-MB-231,BRCA,BRCA_MDA-MB-231,Bicalutamide,DB01128,2.70889,15.0126
GDSC1,CAKI-1,KIRC,KIRC_CAKI-1,Bicalutamide,DB01128,3.00321,20.15012
GDSC1,NCI-H322M,LUAD,LUAD_NCI-H322M,Bicalutamide,DB01128,3.522909,33.88285
GDSC1,EKVX,LUAD,LUAD_EKVX,Bicalutamide,DB01128,3.781931,43.90073
GDSC1,HOP-62,LUAD,LUAD_HOP-62,Bicalutamide,DB01128,2.759571,15.79307
GDSC1,LOXIMVI,SKCM,SKCM_LOXIMVI,Bicalutamide,DB01128,2.416838,11.21036
GDSC1,M14,SKCM,SKCM_M14,Bicalutamide,DB01128,2.619632,13.73067
GDSC1,UACC-62,SKCM,SKCM_UACC-62,Bicalutamide,DB01128,2.742715,15.52909
GDSC1,UACC-257,SKCM,SKCM_UACC-257,Bicalutamide,DB01128,2.914469,18.43902
GDSC1,RXF393,KIRC,KIRC_RXF393,Bicalutamide,DB01128,3.233998,25.38093
GDSC1,SN12C,KIRC,KIRC_SN12C,Bicalutamide,DB01128,2.884508,17.89476
GDSC1,TK10,KIRC,KIRC_TK10,Bicalutamide,DB01128,2.84317,17.17011
GDSC1,U031,KIRC,KIRC_U031,Bicalutamide,DB01128,2.52243,12.45883
GDSC1,SNB75,GBM,GBM_SNB75,Bicalutamide,DB01128,3.321837,27.71121
GDSC1,U251,GBM,GBM_U251,Bicalutamide,DB01128,2.119354,8.32576
GDSC1,SF295,GBM,GBM_SF295,Bicalutamide,DB01128,2.074508,7.96063
GDSC1,SF268,GBM,GBM_SF268,Bicalutamide,DB01128,2.684199,14.64646
GDSC1,BxPC-3,PAAD,PAAD_BxPC-3,Bicalutamide,DB01128,2.629394,13.86536
GDSC1,BHT-101,THCA,THCA_BHT-101,Bicalutamide,DB01128,2.458952,11.69255
GDSC1,Becker,GBM,GBM_Becker,Bicalutamide,DB01128,2.652092,14.18368
GDSC1,AGS,STAD,STAD_AGS,Bicalutamide,DB01128,2.318663,10.16208
GDSC1,ABC-1,LUAD,LUAD_ABC-1,Bicalutamide,DB01128,2.559124,12.92449
GDSC1,A2058,SKCM,SKCM_A2058,Bicalutamide,DB01128,2.686556,14.68103
GDSC1,A375,SKCM,SKCM_A375,Bicalutamide,DB01128,2.208282,9.10007
GDSC1,8305C,THCA,THCA_8305C,Bicalutamide,DB01128,2.518051,12.4044
GDSC1,647-V,BLCA,BLCA_647-V,Bicalutamide,DB01128,2.566014,13.01385
GDSC1,639-V,BLCA,BLCA_639-V,Bicalutamide,DB01128,2.038099,7.676
GDSC1,BT-20,BRCA,BRCA_BT-20,Bicalutamide,DB01128,2.966103,19.41611
GDSC1,COR-L105,LUAD,LUAD_COR-L105,Bicalutamide,DB01128,3.659671,38.84856
GDSC1,COLO-824,BRCA,BRCA_COLO-824,Bicalutamide,DB01128,2.771516,15.98285
GDSC1,COLO-800,SKCM,SKCM_COLO-800,Bicalutamide,DB01128,2.65708,14.2546
GDSC1,COLO-792,SKCM,SKCM_COLO-792,Bicalutamide,DB01128,2.7831,16.16907
GDSC1,COLO-680N,ESCA,ESCA_COLO-680N,Bicalutamide,DB01128,2.852803,17.33631
GDSC1,COLO-679,SKCM,SKCM_COLO-679,Bicalutamide,DB01128,2.686828,14.68502
GDSC1,CFPAC-1,PAAD,PAAD_CFPAC-1,Bicalutamide,DB01128,2.289935,9.8743
GDSC1,Ca-Ski,CESC,CESC_Ca-Ski,Bicalutamide,DB01128,2.698956,14.86421
GDSC1,CAL-120,BRCA,BRCA_CAL-120,Bicalutamide,DB01128,3.056334,21.24951
GDSC1,CAL-62,THCA,THCA_CAL-62,Bicalutamide,DB01128,2.658993,14.2819
GDSC1,C32,SKCM,SKCM_C32,Bicalutamide,DB01128,3.427973,30.81412
GDSC1,DBTRG-05MG,GBM,GBM_DBTRG-05MG,Bicalutamide,DB01128,3.213951,24.87718
GDSC1,Detroit562,HNSC,HNSC_Detroit562,Bicalutamide,DB01128,2.744062,15.55002
GDSC1,DK-MG,GBM,GBM_DK-MG,Bicalutamide,DB01128,2.251769,9.50453
GDSC1,DoTc2-4510,CESC,CESC_DoTc2-4510,Bicalutamide,DB01128,2.403632,11.06329
GDSC1,DU-4475,BRCA,BRCA_DU-4475,Bicalutamide,DB01128,1.512061,4.53607
GDSC1,EFM-19,BRCA,BRCA_EFM-19,Bicalutamide,DB01128,3.312552,27.4551
GDSC1,EVSA-T,BRCA,BRCA_EVSA-T,Bicalutamide,DB01128,2.234764,9.34428
GDSC1,FADU,HNSC,HNSC_FADU,Bicalutamide,DB01128,2.508339,12.28451
GDSC1,FTC-133,THCA,THCA_FTC-133,Bicalutamide,DB01128,2.714113,15.09122
GDSC1,GCIY,STAD,STAD_GCIY,Bicalutamide,DB01128,2.207669,9.09449
GDSC1,HCC1419,BRCA,BRCA_HCC1419,Bicalutamide,DB01128,3.026159,20.61789
GDSC1,HCC1569,BRCA,BRCA_HCC1569,Bicalutamide,DB01128,3.053647,21.19249
GDSC1,HCC70,BRCA,BRCA_HCC70,Bicalutamide,DB01128,2.473757,11.86695
GDSC1,HEC-1,UCEC,UCEC_HEC-1,Bicalutamide,DB01128,2.284744,9.82317
GDSC1,HGC-27,STAD,STAD_HGC-27,Bicalutamide,DB01128,1.889978,6.61922
GDSC1,HLE,LIHC,LIHC_HLE,Bicalutamide,DB01128,2.177486,8.82409
GDSC1,HMV-II,SKCM,SKCM_HMV-II,Bicalutamide,DB01128,3.299153,27.08968
GDSC1,HSC-3,HNSC,HNSC_HSC-3,Bicalutamide,DB01128,2.061765,7.85983
GDSC1,HSC-4,HNSC,HNSC_HSC-4,Bicalutamide,DB01128,3.086732,21.90537
GDSC1,HT-1197,BLCA,BLCA_HT-1197,Bicalutamide,DB01128,3.187205,24.22064
GDSC1,HT-1376,BLCA,BLCA_HT-1376,Bicalutamide,DB01128,3.298325,27.06726
GDSC1,HT-144,SKCM,SKCM_HT-144,Bicalutamide,DB01128,2.73479,15.40651
GDSC1,HT-3,CESC,CESC_HT-3,Bicalutamide,DB01128,-0.287886,0.74985
GDSC1,HuH-7,LIHC,LIHC_HuH-7,Bicalutamide,DB01128,2.704182,14.94209
GDSC1,IGR-1,SKCM,SKCM_IGR-1,Bicalutamide,DB01128,2.35928,10.58333
GDSC1,IPC-298,SKCM,SKCM_IPC-298,Bicalutamide,DB01128,2.906741,18.29707
GDSC1,IST-MEL1,SKCM,SKCM_IST-MEL1,Bicalutamide,DB01128,2.752723,15.68528
GDSC1,HuP-T3,PAAD,PAAD_HuP-T3,Bicalutamide,DB01128,2.762191,15.8345
GDSC1,HuP-T4,PAAD,PAAD_HuP-T4,Bicalutamide,DB01128,2.544363,12.73511
GDSC1,KU-19-19,BLCA,BLCA_KU-19-19,Bicalutamide,DB01128,1.340438,3.82072
GDSC1,KS-1,GBM,GBM_KS-1,Bicalutamide,DB01128,3.063099,21.39375
GDSC1,KYSE-150,ESCA,ESCA_KYSE-150,Bicalutamide,DB01128,2.437902,11.449
GDSC1,KYSE-180,ESCA,ESCA_KYSE-180,Bicalutamide,DB01128,2.423999,11.29092
GDSC1,KYSE-270,ESCA,ESCA_KYSE-270,Bicalutamide,DB01128,1.680114,5.36617
GDSC1,KYSE-450,ESCA,ESCA_KYSE-450,Bicalutamide,DB01128,2.749427,15.63367
GDSC1,KYSE-510,ESCA,ESCA_KYSE-510,Bicalutamide,DB01128,1.99408,7.34544
GDSC1,LC-2-ad,LUAD,LUAD_LC-2-ad,Bicalutamide,DB01128,2.258165,9.56552
GDSC1,LNCaP-Clone-FGC,PRAD,PRAD_LNCaP-Clone-FGC,Bicalutamide,DB01128,2.333876,10.31786
GDSC1,MDA-MB-175-VII,BRCA,BRCA_MDA-MB-175-VII,Bicalutamide,DB01128,2.856567,17.40168
GDSC1,MDA-MB-361,BRCA,BRCA_MDA-MB-361,Bicalutamide,DB01128,2.506671,12.26404
GDSC1,MDA-MB-453,BRCA,BRCA_MDA-MB-453,Bicalutamide,DB01128,1.819748,6.1703
GDSC1,MDA-MB-468,BRCA,BRCA_MDA-MB-468,Bicalutamide,DB01128,2.235111,9.34752
GDSC1,MEL-HO,SKCM,SKCM_MEL-HO,Bicalutamide,DB01128,2.369851,10.6958
GDSC1,MEL-JUSO,SKCM,SKCM_MEL-JUSO,Bicalutamide,DB01128,2.929495,18.71818
GDSC1,Mewo,SKCM,SKCM_Mewo,Bicalutamide,DB01128,3.201033,24.55789
GDSC1,MFE-280,UCEC,UCEC_MFE-280,Bicalutamide,DB01128,3.000807,20.10175
GDSC1,MFE-296,UCEC,UCEC_MFE-296,Bicalutamide,DB01128,2.846248,17.22304
GDSC1,MKN28,STAD,STAD_MKN28,Bicalutamide,DB01128,2.733711,15.38989
GDSC1,MRK-nu-1,BRCA,BRCA_MRK-nu-1,Bicalutamide,DB01128,2.160887,8.67883
GDSC1,NCI-H520,LUSC,LUSC_NCI-H520,Bicalutamide,DB01128,2.620321,13.74013
GDSC1,SNU-1,STAD,STAD_SNU-1,Bicalutamide,DB01128,2.893965,18.06479
GDSC1,SNU-5,STAD,STAD_SNU-5,Bicalutamide,DB01128,3.131355,22.90499
GDSC1,SNU-16,STAD,STAD_SNU-16,Bicalutamide,DB01128,2.598459,13.44301
GDSC1,NUGC-3,STAD,STAD_NUGC-3,Bicalutamide,DB01128,2.802931,16.49292
GDSC1,NCI-H441,LUAD,LUAD_NCI-H441,Bicalutamide,DB01128,3.501101,33.15193
GDSC1,NCI-N87,STAD,STAD_NCI-N87,Bicalutamide,DB01128,3.567932,35.44322
GDSC1,NCI-H1793,LUAD,LUAD_NCI-H1793,Bicalutamide,DB01128,3.82972,46.04964
GDSC1,NCI-H358,LUAD,LUAD_NCI-H358,Bicalutamide,DB01128,2.768125,15.92874
GDSC1,NCI-H1573,LUAD,LUAD_NCI-H1573,Bicalutamide,DB01128,3.194262,24.39217
GDSC1,NCI-H1666,LUAD,LUAD_NCI-H1666,Bicalutamide,DB01128,2.294266,9.91715
GDSC1,NCI-H1755,LUAD,LUAD_NCI-H1755,Bicalutamide,DB01128,2.775105,16.04031
GDSC1,NCI-H1993,LUAD,LUAD_NCI-H1993,Bicalutamide,DB01128,3.468247,32.08046
GDSC1,OS-RC-2,KIRC,KIRC_OS-RC-2,Bicalutamide,DB01128,2.951177,19.12845
GDSC1,OCUB-M,BRCA,BRCA_OCUB-M,Bicalutamide,DB01128,1.957772,7.08353
GDSC1,RF-48,STAD,STAD_RF-48,Bicalutamide,DB01128,3.03503,20.8016
GDSC1,RT-112,BLCA,BLCA_RT-112,Bicalutamide,DB01128,2.65186,14.18039
GDSC1,RVH-421,SKCM,SKCM_RVH-421,Bicalutamide,DB01128,2.106303,8.2178
GDSC1,SAS,HNSC,HNSC_SAS,Bicalutamide,DB01128,1.163943,3.20254
GDSC1,SCC-9,HNSC,HNSC_SCC-9,Bicalutamide,DB01128,3.483039,32.55852
GDSC1,SF126,GBM,GBM_SF126,Bicalutamide,DB01128,2.655916,14.23802
GDSC1,SH-4,SKCM,SKCM_SH-4,Bicalutamide,DB01128,3.236634,25.44792
GDSC1,SK-HEP-1,LIHC,LIHC_SK-HEP-1,Bicalutamide,DB01128,2.309087,10.06523
GDSC1,SK-LU-1,LUAD,LUAD_SK-LU-1,Bicalutamide,DB01128,3.002211,20.13
GDSC1,SK-MEL-1,SKCM,SKCM_SK-MEL-1,Bicalutamide,DB01128,3.532474,34.20849
GDSC1,SK-MEL-3,SKCM,SKCM_SK-MEL-3,Bicalutamide,DB01128,1.620842,5.05735
GDSC1,SK-MEL-24,SKCM,SKCM_SK-MEL-24,Bicalutamide,DB01128,2.992729,19.94002
